ENCODERREADING,PICK_ENCODERREADING,ANGLE,TORQUE,Message
0.655,0,4161.2,1.496,WX31D79H39UL
0.71,0.001,4229.6,1.495,WX31D79H3LF5
0.749,0,4321.1,1.494,WX31D6907YR0
0.715,0,4242.5,1.493,WX31D6907JYC
0.67,0,4174.8,1.495,WX31D79H3L2U
0.615,0,4065.8,1.492,WX31D6907C6L
0.667,0,4128.2,1.493,WX31D6907FP5
0.739,0.001,4291.2,1.489,WX31D69075TD
0.716,0,4242.9,1.495,WX31D6907VUS
0.672,0,4175.4,1.493,WX31D6907HH9
0,0.001,0,0,WX31D6907ET3
0.752,0.001,4316.9,1.499,WX31D6907ULA
0.645,0.001,4115.5,1.494,WX31D69078V3
0.77,0.001,4326.2,1.494,WX21D690L87C
0.642,0,4109.1,1.493,WX31D79H36X3
0.663,0,4168.6,1.493,WX31D79H3H44
0.7,-0.001,4204.4,1.496,WX31D79H3KE7
0.674,0.002,4180,1.494,WX31D79H33L3
0.619,0,4050.7,1.495,WX31D79H3JH3
0.834,0.001,4346.8,1.493,WX31D79H3981
0.605,0,4050.3,1.493,WX31D79H30CA
0.752,-0.001,4346.4,1.496,WX31D79H3VE6
0.763,0,4314.6,1.494,WX31D79H3H00
0.648,0,4123.4,1.494,WX31D6907YL2
0.626,0,4059,1.496,WX31D690765Y
0.66,0.001,4125.1,1.488,WX31D6907D87
0.658,0,4132.7,1.494,WX31D6907X1K
0.731,0,4262.4,1.493,WX31D69078VR
0.67,0,4161.9,1.494,WX31D69077X3
0.642,0,4121.3,1.494,WX31D6907A37
0.706,0,4214.6,1.493,WX31D69070U9
0.68,0,4155.6,1.495,WX31D69076DZ
0.764,0,4336,1.498,WX31D69071CD
0.734,0.002,4268.6,1.498,WX31D6907ZLZ
0.64,0.002,4116.6,1.491,WX31D6907TTJ
0.627,-0.003,4071.3,1.496,WX31D6907E11
0.59,0,4009.3,1.493,WX31D6907RJJ
0.629,-0.001,4045.5,1.494,WX31D69078DP
0.738,-0.001,4292.1,1.493,WX31D69079TZ
0.706,0.002,4209.5,1.492,WX31D6907P0H
0,0,0,0,WX31D6907JDC
0.695,0,4208.7,1.495,WX21D690LRLS
0.657,0.001,4127.5,1.498,WX31D79H3RA6
0.598,-0.003,4019.9,1.49,WX31D79H3JKN
0.648,-0.003,4132.7,1.495,WX31D79H3X6Z
0.789,0.001,4350.7,1.495,WX31D79H3068
0.633,0.002,4042.5,1.488,WX31D79H3PF1
1.037,0.001,4293.7,1.49,WX31D79H35VK
0.718,-0.001,4250.5,1.496,WX31D79H309T
0.594,0.001,4043.5,1.493,WX31D79JCAA8
0.714,0,4246.1,1.496,WX31D6907P65
0.694,0,4201,1.498,WX31D6907AC0
0.805,-0.001,4360.7,1.493,WX31D6907NRF
0.739,0,4269.5,1.496,WX31D6907JSJ
0.726,-0.001,4224.8,1.493,WX31D6907CUD
0.639,0,4081.8,1.498,WX31D69075T0
0.753,0,4298.2,1.493,WX31D69070SF
0.789,0,4286.3,1.498,WX21D690LFV5
0.687,0,4194.3,1.495,WX31D79H3TH7
0.765,0.001,4340.9,1.496,WX31D6907293
0.581,0.001,4034.8,1.488,WX31D69076H2
0.462,0,3083.8,1.492,WX21D690LXZT
0.647,0.001,4115.3,1.495,WX21D690LA7T
0.677,0,4169.8,1.495,WX21D690LD5C
0.639,0,4102.1,1.493,WX31D69072SR
0.645,0.001,4140,1.498,WX31D69076XX
0.491,0.002,3775.4,1.494,WX21D690LR18
0.77,0,4353.9,1.496,WX21D690LT3S
0.618,0,4089,1.492,WX21D690LDS5
0.738,0,4251.9,1.498,WX21D690LSRD
0.736,0,4252.1,1.492,WX21D690LEER
0.596,-0.001,4031,1.495,WX31D6907J7P
0.649,0,4153.2,1.494,WX21D690LKTU
0.679,0,4195.4,1.498,WX31D79H3U5D
0.607,0.002,4081.9,1.49,WX31D69072HJ
0.583,-0.004,3994.5,1.495,WX31D6907694
0.614,0,4066.4,1.494,WX21D690LAUL
0.659,0,4145.7,1.496,WX21D690L024
0.686,0.001,4166.4,1.495,WX21D690LK5T
0,-0.001,0,0,WX21D690LPRF
0.617,0,4056.4,1.489,WX21D690L842
0.662,0,4147.4,1.494,WX21D690L8TX
0.613,0,4090.9,1.494,WX21D690LRUX
0.627,0,4088.7,1.493,WX21D690L12J
0.655,0,4145.4,1.498,WX21D690L9NH
0.62,0,4044.2,1.49,WX21D690L0RS
0.657,0,4156.9,1.493,WX21D690LSXL
0.761,-0.007,4329.8,1.493,WX21D690LXVY
0.731,0,4305.9,1.496,WX21D690L53J
0.733,0,4280.6,1.493,WX21D690L8FX
0.722,0.001,4261.7,1.495,WX21D690L3YZ
0.754,0.003,4339.8,1.493,WX21D690LPK8
0.636,0,4100.2,1.493,WX21D690L37P
0.578,0.002,4010.3,1.494,WX21D690L830
0.775,-0.004,4350.6,1.494,WX21D690LXR6
0.658,0.001,4147.3,1.498,WX21D690LT5X
0.74,0,4278.5,1.492,WX21D690LT95
0.777,0,4353.1,1.493,WX21D690LP0Y
0.658,0,4146.8,1.495,WX21D690LDE9
0.697,0.001,4201,1.493,WX21D690LJUJ
0.64,0.002,4115.8,1.494,WX21D690LT6E
0.64,0.001,4076.2,1.496,WX21D690LDF4
0.694,-0.004,4196.3,1.493,WX21D690LH40
0.619,0,4124.5,1.49,WX21D690LAA7
0.68,-0.001,4218.3,1.494,WX21D690LLK9
0.6,0.001,4022.9,1.494,WX21D690LCUX
0.661,-0.001,4140.9,1.494,WX21D690LNXH
0.643,0,4100.6,1.498,WX21D690L1XV
0.752,-0.001,4322.3,1.494,WX21D690LDK8
0.645,-0.001,4113.5,1.491,WX21D690LSZ4
0.701,0.001,4245.8,1.493,WX21D690L15J
0.614,0,4036.8,1.495,WX21D690LJRU
0.616,0,4034.1,1.498,WX21D690L5E7
0.781,0,4353.3,1.496,WX21D690LNPR
0.716,0,4258.1,1.494,WX21D690LUA5
0.759,0,4342.5,1.49,WX31D79H3LR8
0.728,-0.001,4252.7,1.498,WX31D79H3TZL
0.691,0.003,4212.2,1.493,WX31D79H3RN4
0.712,0.001,4257.9,1.493,WX31D79H3D1X
0.61,-0.001,4057.6,1.496,WX31D79H39RA
0.584,0.001,3968,1.498,WX31D79H3NPL
0.592,-0.003,4003.9,1.498,WX31D79H3V3H
0.579,0.002,3983.2,1.496,WX31D79H3PK9
0.768,0,4322.9,1.498,WX21D690L4XK
0.692,0.002,4184.2,1.495,WX31D79H3P3K
0.637,0,4101.8,1.492,WX31D79H3FUH
0.645,0.002,4134.9,1.498,WX31D79H31N2
0.759,-0.006,4316,1.493,WX31D79H3LDN
0.604,0,4001.4,1.496,WX31D79H3S5X
0.66,-0.001,4147.3,1.495,WX31D79H3LLV
0.599,0,4039.8,1.495,WX31D79H3TNL
0.643,0,4150.6,1.495,WX31D79H30Y3
0.758,0,4346.2,1.495,WX31D79H3KXP
0.716,0.002,4278.3,1.493,WX31D79H3686
0.724,-0.002,4246.1,1.495,WX31D79H3Y7A
0.688,0,4193.9,1.495,WX31D79H3SZX
0.76,0,4336.3,1.496,WX31D79H344S
0.751,0,4337.1,1.495,WX31D79H3HCE
0.757,0,4279.3,1.492,WX31D79H35PA
0.746,0,4284.5,1.492,WX31D79H3TUA
0.751,-0.001,4309.6,1.494,WX31D79H3HEJ
0.616,0,4064.2,1.495,WX31D79H3L6A
0.715,0,4222.5,1.494,WX31D79H3FH5
0.659,0,4135.8,1.496,WX31D79H3CAY
0.761,-0.001,4350.6,1.493,WX31D79H3DSK
0.605,-0.002,4020.5,1.495,WX31D79H3RVC
0.742,0.001,4266.9,1.493,WX31D79H33T0
0.646,0.001,4131.5,1.493,WX31D79H394R
0.584,0,4030.7,1.496,WX31D79H3HTA
0.619,0,4064.6,1.496,WX31D79H3X3S
0.74,0,4266.7,1.496,WX31D79H3LUV
0.744,0,4322.8,1.494,WX31D79H36ED
0.74,0,4290.5,1.495,WX31D79H39EV
0.782,0,4348.3,1.494,WX31D79H3NKK
0.639,0,4087.1,1.495,WX31D79H3ZP2
0.742,0.001,4309.3,1.496,WX31D69072XA
0.646,0.001,4121.8,1.498,WX31D6907A72
0.697,0.001,4237.3,1.499,WX31D6907L69
0.581,0.001,4001.9,1.493,WX31D6907FY9
0.653,0,4135.4,1.496,WX31D6907D6H
0.588,0,4025.8,1.493,WX31D6907LD7
0.719,0.001,4261.2,1.496,WX31D6907HY7
0.636,0.001,4097.8,1.496,WX31D6907JTR
0.684,0.001,4169.5,1.492,WX31D690728T
0.611,-0.001,4083.1,1.495,WX31D6907SHH
0.593,-0.001,4005.9,1.494,WX31D79H3NXT
0.576,0,3984.2,1.496,WX31D69072LD
0.683,0.001,4188.2,1.493,WX31D6907YZN
0.584,0,4030.5,1.493,WX31D6907F1U
0.581,0.001,4017.3,1.496,WX31D6907F8D
0.836,0,4332.9,1.494,WX31D6907TL6
0.706,0.001,4237.2,1.494,WX31D690762H
0.608,0.001,4000.1,1.494,WX31D6907JVZ
0.704,0,4229,1.494,WX31D79H310D
0.64,0,4121.8,1.493,WX31D79H3FDU
0.78,0,4356.7,1.495,WX31D79H3NZT
0.628,0,4126.3,1.499,WX31D79H3YFU
0.626,0,4080.9,1.494,WX31D79H3F2K
0.625,-0.004,4065.2,1.494,WX31D79H3Z4D
0.751,0,4318.6,1.493,WX31D79H32CA
0.743,0,4278.7,1.493,WX31D79H36SF
0.605,0,4047.5,1.496,WX31D79H33NC
0.694,0,4172.7,1.492,WX31D79H36NZ
0.746,0,4278.1,1.495,WX31D79H3Z8V
0.629,0,4116.7,1.491,WX31D79H3JL9
0.676,0,4125.9,1.494,WX31D79H3AD2
0.589,0,4029.6,1.493,WX31D79H39JH
0.639,0,4110.4,1.493,WX31D79H3K9N
0.668,-0.001,4144.9,1.492,WX31D79H34NF
0.772,-0.001,4344,1.496,WX31D79H3FH4
0.67,0.001,4155.3,1.494,WX31D79H39TP
1.405,0,4357,1.492,WX31D79H3XAT
0.746,0.001,4308.9,1.495,WX31D79H3D60
0.63,0.001,4100.2,1.496,WX31D79H3C78
0,0,0,0,WX31D79H36E2
0.639,0,4058.2,1.498,WX31D79H36E2
0.606,0,4058.4,1.493,WX31D79H36R8
0.759,-0.001,4334.1,1.498,WX31D79H33X0
0.621,0,4076.1,1.494,WX31D79H3JT5
0.601,0.002,4028.2,1.495,WX31D79H3E42
0.742,-0.001,4280.5,1.493,WX31D79H3LRZ
0.668,0.001,4151.1,1.494,WX31D79H3T0R
0.786,0,4335.2,1.496,WX31D79H36DS
0.765,-0.001,4349.8,1.498,WX31D79H35PU
0.66,0,4165.4,1.496,WX31D79H3YR1
0.703,0,4227.8,1.494,WX31D79H3TU2
0.595,0,4052.7,1.495,WX31D79H3RH9
0.74,-0.005,4291.3,1.498,WX31D79H3391
0.652,0.001,4142.5,1.492,WX31D79H375S
0.675,0,4174.6,1.498,WX31D79H3366
0.622,0.001,4085.3,1.494,WX31D79H3HJ8
0.755,0,4317.2,1.494,WX31D79H38EA
0.692,0,4196.5,1.496,WX31D79H3LC0
0.657,0,4119.8,1.494,WX31D79H3YEU
0.692,0,4225.5,1.494,WX31D79H38K4
0.63,0,4102.7,1.494,WX31D79H38AN
0.706,0,4244.8,1.495,WX31D79H31ER
0.771,-0.002,4315.9,1.492,WX31D79H3CP9
0.762,-0.001,4327.7,1.493,WX31D79H34CC
0.693,0,4188.9,1.496,WX31D79H3798
0.675,0.001,4146.3,1.496,WX31D79H330L
0.624,0,4082.3,1.498,WX31D79H31J4
0.691,0.001,4196.9,1.49,WX31D79H3JX7
0.723,0.001,4260,1.495,WX31D79H3A9P
0.607,0,4028.3,1.489,WX31D79H300Z
0.592,0,4024.8,1.492,WX31D79H3NFS
0.812,-0.003,4404.6,1.494,WX31D79H3P1Y
0.646,0,4131.4,1.493,WX31D79H3XFU
0.667,0,4157.9,1.493,WX31D79H3YLV
0.663,0,4156.1,1.494,WX31D79H318V
0.687,0.001,4208.3,1.493,WX31D79H3ALK
0.708,0,4185.3,1.496,WX31D79H3JTR
0.631,0.001,4106.5,1.494,WX31D79H3F1P
0.74,0,4295.9,1.494,WX31D79H3PDN
0.651,0,4093.1,1.494,WX31D79H3687
0.631,0.001,4111.8,1.494,WX31D79H38L6
0.701,0,4211.6,1.493,WX31D79H37YK
0.662,0,4149.2,1.489,WX31D690786L
0.767,0,4360.7,1.498,WX31D79H3RY6
0.702,-0.001,4204.2,1.493,WX31D79H384S
0.607,0.001,4054.8,1.494,WX21D690LNPR
0.734,0,4287.3,1.496,WX31D79H3CJC
0.77,0,4349.5,1.491,WX31D79H3HLF
0.704,0,4207.1,1.491,WX31D79H3NE9
0.512,0,3756.5,1.493,WX21D690LR18
0.872,-0.001,3842.2,1.494,WX31D79H3X8Z
0.623,0.001,4074.4,1.499,WX31D79H3EFR
0.782,-0.001,4326.9,1.495,WX31D79H33HH
0.595,0,4014.1,1.498,WX31D79H3XTY
0.612,0.001,4019.7,1.495,WX31D79H3015
0.723,0.002,4220.8,1.493,WX31D79H3487
0.589,0,4002,1.494,WX31D79H3VTH
0.683,0.002,4160.2,1.492,WX21D690LZK2
0.731,0.001,4223.8,1.498,WX21D690LN8J
0.628,0.001,4062.3,1.493,WX31D79H3ZDD
0.586,0,4020.5,1.498,WX31D79H3CYE
0.58,-0.001,4007,1.498,WX31D79H34K0
0.624,-0.002,4075.8,1.495,WX31D79H3T7K
0.76,0.001,4364.1,1.494,WX31D79H3ERC
0.752,0.001,4335.8,1.499,WX31D79H3ZF3
0.748,0.001,4318.3,1.496,WX31D79H3PPV
0.657,0.001,4131.6,1.498,WX31D79H3JR5
0.854,0,4395.6,1.493,WX31D79H32NK
0.645,0,4142.2,1.494,WX31D79H37T5
0.657,0,4175.6,1.495,WX31D79H3JU4
0.867,0.001,3957.2,1.494,WX21D690LXZT
0.63,0.001,4159.7,1.489,WX31D6907A66
0.642,0,4126,1.494,WX31D6907H7V
0.673,0,4183.4,1.496,WX31D79H3KZ6
0.591,0,4008.3,1.496,WX41D799HFFE
0.671,-0.001,4167.7,1.493,WX41D799HRKZ
0.771,0,4269.6,1.494,WX41D799H5JA
0.662,0,4154.9,1.495,WX41D799HUE1
0.734,0,4264.3,1.495,WX41D799H0AU
0.622,-0.003,4082.9,1.496,WX41D799H94P
0.771,0.002,4332.9,1.495,WX41D799HZ93
0.744,0.002,4293.4,1.493,WX41D799HJNE
0.674,0.002,4167.1,1.494,WX41D799HJP1
0.63,0.001,4074.6,1.496,WX41D799HHUS
0.731,0.001,4276.1,1.496,WX41D799H98S
0.773,0,4345.7,1.498,WX41D799HS96
0.772,0.001,4354.3,1.495,WX41D799HLKA
0.774,0.001,4349.7,1.493,WX41D799HFJ3
0.66,0.001,4098.4,1.494,WX41D799H1DA
0.679,0,4178.8,1.495,WX41D799HPAJ
0.662,0.001,4160.2,1.498,WX41D799HNS0
0.624,0,4076.9,1.496,WX41D799HNU9
1.371,0,4354.3,1.496,WX41D799HZRK
0.756,0.002,4282.2,1.496,WX41D799HCJK
0.638,0,4094.1,1.488,WX41D799HEXE
0.582,0,4002.8,1.494,WX41D799H4ZJ
0.65,-0.001,4109.9,1.495,WX41D799HAY3
0.733,0.002,4267.6,1.494,WX41D799H7ZC
0.714,0,4232,1.492,WX41D799H85Y
0.718,0.001,4239.9,1.499,WX41D799HF8Y
0.664,0.001,4124.7,1.495,WX41D799HSVN
0.674,-0.003,4126.3,1.487,WX41D799HCY5
0.623,0.001,4083.5,1.492,WX41D799H195
0.773,0,4291.8,1.494,WX41D799HD1H
0.644,0,4135.5,1.495,WX41D799HAZ5
0.615,0,4041.7,1.494,WX41D799H57D
0.744,0.001,4313.8,1.493,WX41D799H29U
0.603,0.001,4028.5,1.492,WX41D799HNRE
0.758,0,4331.2,1.496,WX41D799HTYZ
0.63,0,4124.7,1.493,WX41D799H9RT
0.774,0,4361.4,1.495,WX41D799HXX2
0.612,0.001,4069,1.496,WX41D799H692
0.763,0,4303.2,1.493,WX41D799H96V
0.774,0,4331.4,1.496,WX41D799H7P2
0.614,0,4070.3,1.492,WX41D799H129
0.815,0,4259.7,1.492,WX41D799HCF1
0.66,0,4118.2,1.496,WX41D799H2A7
0.627,0,4069.2,1.495,WX41D799H12R
0.768,0.001,4336.2,1.494,WX41D799HT6N
0.692,0,4194.9,1.494,WX41D799HDX5
0.723,-0.001,4258.1,1.495,WX41D799HSVF
0.678,0,4150.1,1.493,WX41D799HAE1
0.646,0,4137.9,1.496,WX41D799HZLS
0.698,-0.002,4197,1.49,WX41D799HVX5
0.692,0.001,4197.4,1.498,WX41D799HZLN
0.694,-0.001,4196.1,1.494,WX41D799H30J
0.634,0,4088.8,1.493,WX41D799H81L
0.768,0,4338.3,1.49,WX41D799H7SH
0.76,0,4364.3,1.495,WX41D799H3U3
0.711,0.001,4238.5,1.493,WX41D799H4HN
0.69,-0.001,4200.6,1.495,WX41D799HJXS
0.755,0,4293.8,1.494,WX41D799HLCU
0.598,0,4017.2,1.49,WX41D799H20A
0.691,0,4213.7,1.496,WX41D799HKLU
0.772,0,4350,1.492,WX41D799HYT0
0.674,0.001,4130.5,1.493,WX41D799HC4H
0.641,0,4136.5,1.498,WX41D799H4AJ
0.656,0,4130.2,1.498,WX41D799HYS7
0.623,-0.001,4053.5,1.492,WX41D799H1H3
0.6,0.001,4021.5,1.498,WX41D799H00L
0.653,0.001,4153.6,1.498,WX41D799HUN8
0.615,-0.001,4045.2,1.496,WX41D799HVRY
0.666,-0.001,4156.9,1.495,WX41D799H5JC
0.616,-0.001,4085.2,1.498,WX41D799HZCF
0.745,0,4297.2,1.495,WX41D799HY13
0.631,0,4082.9,1.493,WX41D799HJH6
0.758,0,4345.7,1.494,WX41D799H0RE
0.79,0.001,4362.9,1.498,WX41D799HUHZ
0.695,0.001,4221,1.496,WX41D799HNX0
0.695,0.001,4197.4,1.494,WX41D799HZ43
0.629,0,4095,1.493,WX41D799H37Z
0.603,0.002,4030.1,1.498,WX41D799H0CJ
0.704,0.001,4209,1.493,WX41D799HH59
0.68,0,4169.3,1.496,WX41D799HJL3
0.705,0,4217.7,1.495,WX41D799H4DY
0.583,0,3999.3,1.493,WX41D799HT4P
0.632,-0.001,4056.2,1.491,WX41D799HS8F
1.404,0.001,4340,1.494,WX41D799HC7V
0.7,0,4193.2,1.496,WX41D799HFCP
0.649,0,4102.8,1.495,WX41D799H4SY
0.739,0,4282.5,1.498,WX41D799HNU0
0.663,0,4198.2,1.492,WX41D799HSR7
0.588,0,4050.4,1.495,WX41D799HH41
0.641,0,4108.9,1.498,WX41D799HTDS
0.757,0,4318.3,1.499,WX41D799HCKE
0.601,0,4045.7,1.493,WX41D799H0ZL
0.617,0,4056.5,1.495,WX41D799HEFD
0.717,0,4264.6,1.496,WX41D799HZ3K
0.6,0,4016,1.493,WX41D799HL50
0.656,0,4131,1.495,WX41D799HDSF
0.61,0,4058,1.496,WX41D799HAH5
0.63,0.001,4094.6,1.494,WX41D799HP1Z
0.642,0,4110.5,1.496,WX41D799H59H
0.651,0.002,4133.7,1.494,WX41D799H1PH
0.687,0,4178.5,1.495,WX41D799H49K
0.786,0.001,4303,1.495,WX41D799HCVS
0.653,0.002,4144.1,1.494,WX41D799H5EF
0.686,0.001,4196.9,1.495,WX41D799HY7E
0.684,0.001,4215,1.496,WX41D799H16U
0.691,0,4192.7,1.491,WX41D799HL2S
0.696,0,4218.3,1.493,WX41D799H24D
0.673,0.001,4114.2,1.496,WX41D799H362
0.697,0,4203.9,1.499,WX41D799HZ5T
0.921,0,4156.3,1.499,WX41D799HUZD
0.683,0,4178.3,1.493,WX41D799HVS1
0.67,0,4129.6,1.491,WX41D799H1PS
0.752,0.001,4264.5,1.493,WX41D799H4TS
0.7,0,4184.5,1.491,WX41D799H04Y
0.794,0,4371.4,1.491,WX41D799HETD
0.788,0,4340.7,1.495,WX41D799HTEP
0.735,0,4278.1,1.495,WX41D799HZJN
0.799,0,4341.7,1.491,WX41D799HEAR
0.719,0,4211.1,1.491,WX41D799H2AT
0.688,0.001,4186.6,1.491,WX41D799HESZ
0.642,-0.001,4114.6,1.498,WX41D799HCLX
0.746,0.001,4296.7,1.494,WX41D799HFRX
0.717,0,4241.1,1.496,WX41D799HHYY
0.675,0,4169.9,1.493,WX41D799HRN9
0.764,0,4336.8,1.494,WX41D799HDYZ
0.663,0,4159.3,1.493,WX41D799HVCZ
0.661,0,4126.4,1.496,WX41D799H1VL
0.72,0,4267.2,1.495,WX41D799HKL7
0.738,0,4262.3,1.492,WX41D799HNVJ
0.602,0,4028.5,1.494,WX41D799H8SS
0.604,0,4030.2,1.493,WX41D799HR80
0.778,0,4350.3,1.498,WX41D799H786
0.604,0,4006.2,1.494,WX41D799H2X5
0.742,0,4280,1.496,WX41D799H49E
0.637,0.001,4067.8,1.493,WX41D799H22T
0.701,0.001,4173.8,1.496,WX41D799HVNP
0.602,0,4051.4,1.496,WX41D799H580
0.633,0.001,4071.8,1.493,WX41D799H0XT
0.622,0,4048.9,1.494,WX41D799HK15
0.634,0,4106.9,1.496,WX41D799HVA0
0.693,0,4197.9,1.493,WX41D799H8X4
0.779,0,4329.6,1.494,WX41D799HTPN
0.721,0,4244.1,1.499,WX41D799HH1K
0.598,0.001,4032.5,1.494,WX41D799HR9Z
0.628,-0.002,4057,1.492,WX41D799HCDY
0.7,0.001,4195.7,1.498,WX41D799HL2F
0.659,0,4146.3,1.495,WX41D799H4ZY
0.744,0,4303.6,1.499,WX41D799HN1A
0.649,0.001,4124.4,1.495,WX41D799H111
0.739,-0.001,4295.6,1.496,WX41D799HD1T
0.738,-0.001,4295.1,1.499,WX41D799HX81
0.732,0,4253.7,1.49,WX41D799H50X
0.764,0,4333.5,1.498,WX41D799HP2S
0.652,0.001,4129,1.498,WX41D799H77K
0.736,-0.001,4269.7,1.493,WX41D799HV4D
0.679,-0.001,4152,1.495,WX41D799H02U
0.734,0.001,4306.2,1.493,WX41D799HRN8
0.663,0.002,4141.2,1.493,WX41D799H0JD
0.716,-0.001,4260.7,1.491,WX41D799H97C
0.618,-0.001,4091.5,1.493,WX41D799H75P
0.619,0,4100.6,1.498,WX41D799HRE7
0.593,0,4030.3,1.495,WX41D799HCFK
0.77,0,4329.2,1.494,WX41D799HAJA
0.738,0,4304.3,1.495,WX41D799H0H0
0.781,0,4335,1.493,WX41D799HDXR
0.736,0,4292.9,1.493,WX41D799HZ5Z
0.585,0,3999.1,1.493,WX41D799H45F
0.692,-0.001,4215.5,1.495,WX41D799HVA8
0.739,0.001,4273.5,1.494,WX41D799HRDD
0.686,0.001,4199.2,1.495,WX41D799H7LU
0.714,-0.001,4244.9,1.499,WX41D799HH3C
0.592,-0.002,4035.5,1.492,WX41D799H93D
0,-0.001,0,0,WX41D799H86D
0.59,-0.001,4021.9,1.494,WX41D799H86D
0.692,-0.001,4217.7,1.494,WX41D799H7R2
0,0,0,0,WX41D799HYS2
0,0,0,0,WX41D799HYVH
0.729,0.001,4257.4,1.495,WX41D799HAFJ
0.788,0.001,4323.5,1.493,WX41D799HYP8
0.686,0.001,4229.1,1.492,WX41D799HZ76
0.687,-0.001,4202.2,1.494,WX41D799H74K
0.714,0.001,4241,1.495,WX41D799HY7J
0.735,0.001,4282.2,1.49,WX41D799HZ6K
0.687,0.001,4209.7,1.493,WX41D799HA5S
0.752,0,4327.9,1.495,WX41D799HXF1
0.686,0,4179,1.49,WX41D799H55K
0.589,0,4034.1,1.498,WX41D799H7ZE
0.901,0,4213.4,1.496,WX41D799H677
0.689,0,4224,1.492,WX41D799H130
0.633,0.001,4115.6,1.496,WX41D799HXLP
0.614,0,4038.5,1.491,WX41D799H72F
0.678,-0.001,4189.5,1.496,WX41D799H8Z7
0.757,0,4281.1,1.494,WX41D799H77P
0.712,0,4236.9,1.494,WX41D799H6PN
0.643,0,4117.3,1.496,WX41D799HU2H
0.699,0,4199.4,1.493,WX41D799HTX9
0.759,0,4355.3,1.488,WX41D799HLF3
0.795,0,4377.7,1.493,WX41D799HPS5
0.629,0,4098.1,1.488,WX41D799HDX8
0.758,0,4297.6,1.493,WX41D799HTZY
0.67,0,4159.3,1.496,WX41D799H6Y9
0.754,0,4330.8,1.495,WX41D799H27P
0.718,0,4248.7,1.491,WX41D799H9X7
0.615,0,4084.9,1.493,WX41D799HYD2
0.605,0,4028.3,1.496,WX41D799H3Y0
0.713,0,4227.4,1.49,WX41D799HUP4
0.755,0,4324,1.494,WX41D799HS25
0.756,0,4331.5,1.494,WX41D799H8EF
0.664,0,4124.7,1.499,WX41D799HRUD
0.688,0,4211.1,1.495,WX41D799H63H
0.601,0,4046,1.493,WX41D799HPPE
0.711,0,4238.5,1.494,WX41D799HCUF
0.684,0,4165.3,1.496,WX41D799HTFP
0.638,0.001,4115.2,1.493,WX41D799HUYX
0.693,-0.003,4186.9,1.489,WX41D799H48J
0.68,0,4156.9,1.489,WX41D799HJY0
0.661,0,4164.6,1.496,WX41D799HC2X
0.593,0,4029.3,1.495,WX41D799HLD0
0.587,0,3993.4,1.498,WX41D799HFU4
0.708,0,4231.7,1.494,WX41D799HFPK
0.773,0,4373.5,1.496,WX41D799HNTV
0.77,0.001,4353,1.498,WX41D799HHJL
0.627,0,4089,1.493,WX41D799HZU4
0.709,0,4225.2,1.494,WX41D799HJ0U
0.703,0,4203.8,1.495,WX41D799H3RT
0.793,0,4370.6,1.491,WX41D799HX1Z
0.689,0,4187.1,1.49,WX41D799HCZU
0.762,0,4342.6,1.492,WX41D799HA3E
0.711,0.001,4208.1,1.496,WX41D799HXSC
0.764,0,4318.2,1.495,WX31D69073TY
0.63,0.001,4097.1,1.498,WX31D69075YC
0.661,0.001,4083.7,1.494,WX41D799H7SS
0.627,0,4085.6,1.494,WX41D799HHNN
0.585,0,4010,1.495,WX41D799HZ2T
0.622,0.001,4107.8,1.493,WX41D799H2RK
0.675,0,4169,1.496,WX41D799HUAP
0.772,0.001,4324.7,1.495,WX31D69073XE
0.583,0.001,4007.3,1.496,WX41D799HZ8K
0.662,-0.001,4168.7,1.496,WX41D799HVAD
0.763,0,4326.6,1.498,WX41D799H148
0.907,0,4025,1.496,WX41D799HH37
0.707,0,4237.5,1.498,WX41D799HYN3
0.653,0,4120.9,1.492,WX41D799HY28
0.738,0,4295.3,1.498,WX41D799H60N
0.65,0,4124.1,1.492,WX41D799H0JR
0.606,0,4041,1.495,WX41D799H18L
0.637,0,4093.6,1.494,WX41D799HVR0
0.609,0,4046.4,1.493,WX41D799HLL4
0.596,0,4040.2,1.496,WX41D799H6AJ
0.635,0,4045.8,1.495,WX41D799HPDS
0.638,0.001,4100.5,1.498,WX41D799HFHL
0.761,0,4299.5,1.495,WX41D799HN4E
0.59,0,4033,1.493,WX41D799H9U5
0.618,0,4080.2,1.488,WX41D799HU0S
0.651,0,4113,1.494,WX41D799HAV1
0.595,0,4040.5,1.493,WX41D799HAUU
0.7,0,4225.7,1.495,WX41D799H7CN
0.677,0,4203.5,1.498,WX41D799HUFD
0.66,-0.001,4160.4,1.495,WX41D799HDPK
0.649,0,4102.6,1.496,WX41D799H7JV
0.729,0,4291.5,1.498,WX41D799HARR
0.781,0,4365.6,1.494,WX41D799H5Z4
0.589,0,4026.2,1.493,WX41D799HK43
0.65,0.001,4104.8,1.493,WX41D799H0KZ
0.601,0,4058.4,1.494,WX41D799H8PC
0.802,0.001,4385.1,1.491,WX41D799HX6V
0.61,0.001,4064.7,1.493,WX41D799H6RY
0.679,-0.002,4170.3,1.49,WX41D799HREN
0,0.001,0,0,WX41D799HC9D
0.649,0.001,4133.2,1.494,WX41D799HUZN
0.749,0.001,4294.2,1.493,WX41D799HL26
0.697,0.001,4200.8,1.498,WX41D799HDPU
0.59,0,4005.8,1.493,WX41D799H33J
