ENCODERREADING,PICK_ENCODERREADING,ANGLE,TORQUE,Message
0.682,-0.003,4201.4,1.496,WX11D690N2RT
0.676,0,4188.9,1.489,WX11D690NELT
0.608,-0.002,4099.4,1.493,WX11D690NT5Z
0.637,0,4087.9,1.495,WX11D690NL4L
0.679,0,4159.6,1.493,WX11D690N0V6
0.581,0,4040.4,1.493,WX11D690NAH8
0.607,0,4083,1.493,WX11D690NKCP
0.674,-0.002,4193.5,1.496,WX11D690NXKJ
0.704,0,4221.4,1.491,WX11D690NE8C
0.592,0,4048.9,1.493,WX11D690N63U
0.687,0,4213.1,1.494,WX11D690NZHJ
0.626,-0.001,4111.6,1.498,WX11D690NRL3
0.609,-0.001,4049.2,1.493,WX11D690N7YV
0.704,-0.001,4240.9,1.492,WX11D690NDJP
0.608,-0.001,4047.1,1.495,WX11D690NHF4
0.726,0,4290.3,1.494,WX11D690NZTC
0.701,0,4228.6,1.494,WX11D690NT71
0.621,0,4038.5,1.493,WX11D690N29X
0.683,0,4210.8,1.494,WX11D690NJE7
1.364,0,4341,1.492,WX11D690NYSN
0.552,0,4009.1,1.493,WX11D690NF15
0.611,0,4027.9,1.495,WX11D690NYKH
0.585,-0.002,3987.3,1.495,WX11D690N4R2
1.387,0,4332.9,1.493,WX11D690NFFP
0.635,0,4110.6,1.493,WX11D690NFLX
0.694,0,4195.2,1.498,WX11D690N0UA
0.618,0,4107.8,1.495,WX11D690NR6A
0.621,0,4089.4,1.498,WX11D690NEYA
0.633,-0.001,4081.8,1.493,WX11D690N8L6
0.741,0,4304.4,1.496,WX11D690NHTR
0.69,0,4225.9,1.493,WX11D690N1KE
0.963,-0.001,4243.1,1.499,WX11D690NU70
0.754,0,4299.7,1.498,WX11D690NKD5
0.668,0,4149.1,1.493,WX11D690N1ZN
0,-0.001,0,0,WX11D690N8AT
0.651,-0.002,4132.8,1.493,WX11D690NYPP
0,-0.001,0,0,WX11D690NAPS
0.611,0,4055.6,1.498,WX11D690NK0S
0.615,0,4025.8,1.496,WX11D690N1TJ
0.597,0,3977.5,1.493,WX11D690N365
0.68,0,4156.4,1.493,WX11D690NRAU
0.654,-0.001,4127.8,1.494,WX21D696Z2UC
0.754,0,4342.3,1.496,WX11D690NYLA
0.689,-0.001,4208.6,1.498,WX11D690NX8C
0.671,0,4152.8,1.495,WX11D690NERZ
0,-0.002,0,0,WX11D690NA5T
0.724,-0.003,4242.4,1.49,WX11D690NA5T
0.669,-0.001,4150.7,1.496,WX11D690NKV3
0.656,-0.002,4157,1.496,WX11D690NZRN
0.674,0,4169.2,1.494,WX11D690N352
0.642,0,4086.4,1.495,WX11D690NVYX
0.609,-0.001,4055.4,1.496,WX11D690NVK1
0.724,0,4267.4,1.495,WX11D690NS65
0.62,-0.001,4049.8,1.498,WX11D690N0KK
0.647,-0.001,4098,1.494,WX21D69DL54U
0.706,-0.004,4182.8,1.498,WX21D69DL9PV
0.704,-0.004,4216.9,1.493,WX21D69DL9TN
0.69,-0.007,4161.5,1.495,WX21D69DL5R1
0.617,-0.004,4036.2,1.492,WX11D690N0D8
0.57,-0.001,3988.4,1.492,WX21D69DL44R
0.597,0,4033.9,1.498,WX21D69DLS5F
0.674,0,4184.5,1.498,WX11D690NRVL
0.679,0,4185.9,1.496,WX21D69DL7CF
0.698,-0.002,4209.9,1.498,WX21D69DLJTL
0.661,0,4137,1.493,WX21D69DLDU0
0.698,-0.002,4255.7,1.493,WX21D69DL365
0.664,0,4150.8,1.491,WX21D69DLZ0L
0.582,0,4053.6,1.494,WX21D69DLTX9
0.607,0,4038,1.496,WX21D69DL5K4
0.616,0,4022,1.494,WX21D69DLPKC
0.721,0,4227.8,1.491,WX21D69DLXFA
0.742,0,4271.5,1.496,WX21D69DLZS9
0.587,0,4004.7,1.496,WX21D69DL9Y8
0.684,0,4200.8,1.498,WX21D69DLZFN
0.672,0,4209.1,1.493,WX21D69DLHXJ
0.567,0,3941.4,1.496,WX21D69DL397
0.615,0,4061.7,1.496,WX11D690N92J
0.715,0,4213.5,1.495,WX11D690NA10
0.719,0,4268.2,1.494,WX11D690N4ZZ
0.577,-0.001,3979.3,1.492,WX11D690NAEF
0.702,0,4252.5,1.495,WX11D690N3YV
0.765,0,4308.4,1.498,WX11D690N2UA
0.682,0,4218,1.493,WX11D690NTZF
0.616,-0.001,4081.6,1.498,WX11D690N6DX
0.788,0,4373.1,1.496,WX21D69DL1UX
0.709,-0.002,4225.8,1.493,WX11D690N6SX
0.591,-0.001,4045,1.495,WX21D69DLTH9
1.447,-0.003,4331.6,1.496,WX11D69LJ0JH
0.583,0,4017.8,1.494,WX11D690NN2E
0.605,0,4079.3,1.495,WX11D690NN51
0.694,0,4243.2,1.49,WX21D69DLS27
0.782,0,4011.2,1.494,WX11D690NUFC
0.726,0,4289.2,1.496,WX11D690NAH2
0.651,0,4162.8,1.493,WX11D690NK4Y
0.712,0,4260.4,1.498,WX11D690N4HE
0.635,0,4130.6,1.498,WX11D690N48S
0.743,0,4296.6,1.496,WX21D69DLVHZ
0.698,0,4287.2,1.494,WX21D69DLZYD
0.565,0,4010,1.493,WX21D69DLVUS
0.557,0,4015.5,1.493,WX11D690NAN9
0.575,0,3977.7,1.493,WX11D690ND4X
0.606,0,4036.7,1.498,WX11D690NYDN
0.603,0,4047.5,1.493,WX21D69DL9KL
0.763,0,4310.8,1.489,WX21D69DLXFU
0.619,0,4054.9,1.493,WX21D69DLJHF
0.721,0,4232.3,1.492,WX21D69DLPT4
0.6,0,4013.4,1.486,WX11D69LJT6T
0.585,0,4028.7,1.493,WX21D69DL8NL
0.668,0,4182.7,1.494,WX21D69DLY75
0.761,0,4319.4,1.494,WX21D69DLFK4
0.732,0,4308.2,1.495,WX21D69DLXEP
0.605,0,4054.8,1.493,WX21D69DL920
0.681,0,4216.6,1.493,WX11D690NEC8
0.683,-0.004,4136.8,1.492,WX11D690N0PV
0.654,0,4115,1.498,WX11D690NPEX
1.444,0,4339,1.494,WX11D690NLD8
0.719,0,4258.4,1.491,WX11D690NJ3L
0.695,0,4225.6,1.498,WX11D690NJHY
0.642,0,4078.5,1.499,WX11D690N1AR
1.38,0,4285.7,1.495,WX11D690NYP8
0,0,0,0,WX11D690NZHA
0.737,0,4324.4,1.493,WX11D69LJZ24
0.67,0,4157.2,1.488,WX11D690NTPC
0.722,0,4232.1,1.493,WX11D690N0ZS
0.596,0,4005.9,1.495,WX11D690N85A
0.601,0,4065.6,1.498,WX21D696Z24E
0.72,0,4223.3,1.496,WX11D690N9EF
0.676,0,4168.1,1.493,WX11D690N8JD
0.746,0,4292.6,1.495,WX21D696ZHCL
0.613,0,4095.1,1.493,WX21D69DLK4U
0.651,0,4107.8,1.499,WX21D69DLTXX
0.604,0,4045.9,1.496,WX21D69DL6EZ
0.706,0,4217.2,1.498,WX11D690NKDK
0.71,0,4282.1,1.493,WX11D690NFZL
0.663,-0.002,4120.2,1.493,WX21D69DLX3L
0.663,0,4152.5,1.496,WX21D69DLYTH
0.725,0,4249.3,1.494,WX11D690NJ0X
0.716,0,4222.1,1.494,WX11D690N8R2
0.587,0,3970.6,1.494,WX21D69DL243
1.385,0,4283.9,1.493,WX21D69DLT3P
0.695,0,4199.9,1.495,WX21D69DLRRD
0.743,0,4293.3,1.493,WX21D69DLR3L
0.632,0,4052.5,1.493,WX21D69DLCLS
0.685,0,4106.3,1.496,WX21D69DLJDA
0.671,0,4118.4,1.493,WX11D690N0N8
0.581,-0.002,3959.8,1.493,WX11D690NA1S
0.697,0,4200,1.494,WX11D690NRA5
0.664,0,4127.9,1.492,WX21D69DLHY9
0.646,0,4099.5,1.489,WX21D69DLU0S
0.591,0,3971.8,1.493,WX21D69DLP60
0.642,0,4121.4,1.496,WX21D69DLCSZ
0.6,0,4056.6,1.494,WX21D69DLD40
0.727,0,4248.8,1.495,WX21D69DLH9U
1.35,0,4278,1.494,WX21D69DLTRH
0.717,0,4282.8,1.493,WX21D69DLLV3
0.688,0,4182.8,1.496,WX21D69DLXY7
0.702,0,4274.2,1.494,WX21D69DL2CS
0.675,0,4212,1.493,WX21D69DL014
0.606,0,4024.4,1.495,WX11D690N6JL
0,0,0,0,WX11D690NZJK
0,-0.002,0,0,WX11D690NZJK
1.38,0,4294.9,1.492,WX21D696ZXXC
0.66,0,4152.6,1.495,WX21D696Z6HU
0.615,0,4078.3,1.496,WX21D69DL75E
0.707,0,4265,1.496,WX21D69DL05J
0.585,0,4025.5,1.498,WX11D690NJXL
0.697,0,4177.2,1.494,WX21D69DL4DU
0.723,0,4259.4,1.493,WX11D690NEAS
0.579,0,3945.4,1.496,WX11D690N8FZ
0.73,0,4263.2,1.496,WX11D690NJ3C
0.71,0,4254,1.49,WX21D696ZC2R
0.705,0,4208.6,1.494,WX11D690NPJD
1.368,0,4322.3,1.489,WX21D69DLUSS
0.611,0,4062.1,1.496,WX21D69DL0KD
0.63,0,4059.1,1.495,WX11D690NJ89
0.582,0,3986.2,1.495,WX11D69LJ0Z2
0.593,0,4035.5,1.495,WX21D696ZXDU
0.613,-0.002,4065.2,1.493,WX11D690N415
0.594,0,4069.6,1.492,WX21D696ZHP6
0.679,0,4180,1.492,WX11D690NYDY
1.008,0.003,4034.1,1.488,WX11D690N6Y9
1.032,0,3963.6,1.497,WX11D690NUDS
1,0.001,4125.5,1.493,WX21D69DLK6A
0.966,0,4040.5,1.496,WX11D690NA2F
0.98,0,4231.2,1.485,WX11D690NY49
1.018,0,4268.7,1.489,WX11D690NP06
0.983,0,4065,1.492,WX11D690NH9Z
0.996,0,4162,1.497,WX21D69DLS8E
1.023,0,4103.2,1.498,WX11D690NAZ4
0.974,0,4151.5,1.496,WX21D69DLZAE
1.017,0,4098.2,1.492,WX11D690N9Z8
0.997,0,4066.8,1.488,WX11D690NZH4
1.004,-0.001,4282.6,1.496,WX21D69DL5H9
1.018,-0.004,4156.5,1.493,WX21D69DLD4K
1.002,-0.002,4269,1.485,WX21D69DLYEF
1.038,0,4304,1.495,WX21D69DL9ZT
1.05,0,3975.3,1.485,WX21D69DLPLS
0.974,-0.004,4119.1,1.493,WX21D69DL3D8
1.004,0,4317.2,1.498,WX21D69DLVAZ
0.99,0,4215,1.493,WX21D69DL8Y9
0.985,-0.004,4008.2,1.497,WX21D69DLYEP
0.99,0,4060.7,1.496,WX21D69DLCZE
1.068,0,4134.5,1.491,WX21D69DLREH
1.041,0,4339.8,1.491,WX21D69DLJ49
0.999,0,4189.9,1.496,WX21D69DLY9T
1.048,0,4209.3,1.495,WX21D69DLZNR
1.027,0,3991.9,1.485,WX11D690N439
1.037,-0.001,4256.7,1.497,WX21D69DLACY
1.023,0,4280.3,1.492,WX11D690N7C7
1.002,0,3953.7,1.498,WX21D696Z9RV
1.022,0,4177.1,1.496,WX21D696ZTT8
0.996,0.001,3997,1.495,WX21D696Z63N
1.057,0,3977.3,1.487,WX21D696ZF7P
1.027,0,3993.8,1.496,WX11D690N5X1
1.005,0,4178.8,1.495,WX11D690NY93
1.032,0,4003.9,1.498,WX11D690N22L
1.005,0.001,4223.9,1.496,WX11D690NXVR
1.004,-0.003,4157.1,1.494,WX21D69DLYXR
0.997,0,4135.5,1.486,WX21D69DL7RX
1.007,0,3984.8,1.493,WX21D69DL40R
1.023,-0.003,4070.8,1.484,WX11D690NZHA
1.005,0,4072.9,1.493,WX11D690N9AZ
1.041,0.003,3965.4,1.484,WX21D69DLDS7
1,0,4278.4,1.484,WX21D69DL8R9
0.968,0,4090.6,1.493,WX11D690NKAT
1.002,0,4193.1,1.497,WX11D690NU3K
1.029,0,4213.3,1.491,WX21D696Z58S
1.017,0,4215.3,1.493,WX21D69DL9DH
0.999,0,4037,1.486,WX21D69DL2LC
1.005,0.002,4261.5,1.498,WX21D69DL1DV
0.983,0,4248.3,1.486,WX11D690NR5U
1.029,0,4107.3,1.488,WX11D690N0UF
1.039,0,4244.9,1.484,WX11D690NCE7
1.031,0,3956.4,1.494,WX11D690NL40
0.977,0,4009,1.493,WX11D690NSNR
1.009,0,4161.3,1.484,WX21D69DL4P5
1.029,0,4050.6,1.493,WX21D69DLN35
1.019,0,4129.2,1.494,WX11D690NZRF
1.002,0,4148.4,1.496,WX21D69DLLFD
0.99,0.003,3964.8,1.493,WX11D690N12E
0.994,0,4296.4,1.493,WX21D69DLAEJ
1.022,0,4209.4,1.488,WX21D69DLYY4
0.994,-0.003,4272.8,1.492,WX21D69DL484
1.033,0.004,4107.7,1.493,WX11D690N9S9
1.045,-0.004,4305.1,1.495,WX21D69DL488
0.983,-0.004,4239.6,1.489,WX21D69DLY9H
1.049,0,4165.8,1.496,WX21D69DLL4A
1.002,0,4158.1,1.495,WX21D69DLHYV
1.009,0,4047.8,1.497,WX21D69DLERF
1.046,0,4125.3,1.496,WX11D690N11L
1.037,0.003,3946.9,1.494,WX11D690NPS4
1.005,0,4112.8,1.484,WX11D690NTXD
1.029,0,4228.8,1.496,WX11D690NYS6
1.004,0.002,4110.5,1.488,WX11D690N9KA
0.985,0,3966.5,1.492,WX21D69DLZY2
1.018,-0.001,4125.4,1.486,WX21D69DL7TY
1.036,-0.002,4017.7,1.497,WX21D69DLDV6
1.007,0,4161.3,1.481,WX21D69DL9J8
1.012,0.001,4130.1,1.482,WX21D69DLFED
1.015,0,4020.2,1.491,WX21D69DLXD9
1.036,0,4276.9,1.484,WX21D69DL97C
0.982,0,4229.9,1.484,WX21D69DLP86
0.981,0,4099.7,1.484,WX21D69DL29R
0.997,0,4240.3,1.493,WX21D69DLTJ5
0.976,0,4229,1.486,WX21D69DLZ2D
1.013,0,4143.3,1.495,WX21D69DLULP
1.027,0.004,4246.5,1.497,WX21D69DLRZZ
1.051,0.001,3993.8,1.487,WX21D69DL4DX
0.993,0,4098.1,1.493,WX21D69DLAZF
1.004,0,3967.4,1.484,WX21D69DL25X
0.998,0,3964,1.491,WX21D69DL58E
0.978,0,4236.7,1.493,WX21D69DLXS3
1.035,0,4128.1,1.493,WX21D69DLTE1
0.971,0,3969.3,1.491,WX21D69DL51X
1.019,0,4162.2,1.498,WX21D69DLZFX
1.044,0,4033.1,1.496,WX21D69DLAF5
0.997,0,4171.7,1.497,WX21D69DL02E
1.031,0,4182.6,1.493,WX21D69DLJCF
0.971,0,4298.7,1.491,WX21D69DL90Z
1.01,-0.003,4046.7,1.495,WX21D69DLRT0
1.032,0,4157.4,1.493,WX21D69DL11T
0.998,0.001,4107.6,1.488,WX21D69DL5FZ
0.993,0,3993.1,1.492,WX21D69DLHN2
1.014,0,4157.3,1.495,WX21D69DL5FF
1.028,0,3922.3,1.482,WX21D69DL0JP
1.012,0,3969,1.492,WX21D69DL710
1.036,0,4137.7,1.493,WX21D69DLY87
1.045,0.001,4215.6,1.498,WX21D69DLHYK
1.034,-0.003,4273.5,1.494,WX21D69DL471
1.009,-0.001,4139.3,1.482,WX21D69DL3UT
1.024,0.001,4015,1.492,WX21D69DLJFT
0.992,0,4128.4,1.494,WX21D69DLVR7
1.016,0,4061.3,1.495,WX21D69DLLTY
1.051,0.001,4271.2,1.498,WX21D69DLX0D
1.005,0,4014.4,1.493,WX21D69DLLLR
1.051,-0.002,4024.5,1.494,WX11D690N5UV
1.016,0,4209.7,1.492,WX21D69DLES9
0.988,0,3961.5,1.487,WX21D69DLZA1
0.953,0,4190,1.497,WX21D69DLT82
1.002,0,4208.4,1.484,WX21D69DLH2H
1.047,0,4074.1,1.491,WX21D69DLDK4
0.99,0,4262.4,1.498,WX21D69DLDDF
0.98,0,4114.2,1.493,WX21D69DLKHA
1.023,0,4254.4,1.498,WX21D69DLEZ2
1.001,-0.001,4164.7,1.489,WX21D69DL1Z8
0.984,0.003,4270.9,1.498,WX21D69DL1UT
1.009,0,4072,1.485,WX21D69DLT9K
0.988,0,4281,1.492,WX21D69DLHZY
1.015,0,4145.3,1.495,WX21D69DL8Y1
0.991,0.003,4282.2,1.485,WX21D69DL46R
0.994,0.002,4149.2,1.48,WX21D69DLP00
1.049,0,4126.1,1.488,WX21D69DLR5N
1.014,0,3998,1.497,WX21D69DL7LA
0.996,0,4046,1.483,WX21D69DLHL8
1.009,0,4138.9,1.496,WX21D69DL6CX
0.996,0,3974.6,1.488,WX21D69DLFJA
1.031,0,4186,1.497,WX21D69DLRFT
0.955,0,4297.3,1.496,WX21D69DL922
1.048,0,4085,1.491,WX21D69DL53C
0.998,0,3994.9,1.494,WX21D69DL9YE
0.981,-0.001,4004.8,1.488,WX21D69DLZVA
1.01,0,4271.3,1.488,WX21D69DL9HS
1.069,0,4165.7,1.486,WX21D69DLSRV
0.976,0,4060.9,1.491,WX21D69DLY0S
1.005,0,4278.6,1.495,WX21D69DLASU
0.979,0.002,4200.8,1.491,WX21D69DL8JJ
0.994,0,4028.3,1.493,WX21D69DL82C
0.994,0,4297.4,1.495,WX21D69DLFEY
1.026,0,4133.7,1.485,WX21D69DL97U
1.008,0.002,3978,1.494,WX21D69DLTT2
0.975,0,4314.5,1.496,WX21D69DL45H
0.995,0.001,4277.9,1.493,WX21D69DLKH5
0.993,0,4078.1,1.495,WX21D69DLCXN
1.001,0,3979.1,1.492,WX21D69DLD2Z
0.999,0,4278,1.481,WX21D69DLRDS
0.961,0,4091.2,1.497,WX21D69DL3K3
0.992,-0.001,4158.9,1.485,WX21D69DLKVN
1.002,0,4169.4,1.495,WX21D69DLC6F
0.976,0,4239.1,1.48,WX21D69DLKS7
1.004,0,4003.2,1.484,WX21D69DLCZ4
1.019,-0.001,4029.8,1.488,WX21D69DL91A
0.988,-0.003,4249.6,1.492,WX11D690N31X
1,0,4147.3,1.487,WX11D690N050
0.975,0.002,4191.5,1.493,WX21D69DL4PP
1.015,0,4074.6,1.499,WX21D69DLDLN
1.009,0,4108.1,1.492,WX21D69DLN62
0.981,0,4177.9,1.493,WX21D69DLXS2
1.005,-0.002,4011.4,1.491,WX21D69DL594
0.961,0,4069.7,1.493,WX21D69DLLCL
0.971,0,4148.3,1.495,WX21D69DL5Z0
0.982,0,4035.8,1.496,WX21D69DLCS7
1.009,0,4181,1.484,WX21D69DLJ44
0.99,0.001,4000.6,1.487,WX21D69DLD7X
1.007,0,3987.7,1.495,WX21D69DLF7V
1.016,0,4157,1.491,WX21D69DLP32
1.027,0.004,4266.4,1.495,WX21D69DLCXT
0.982,0,4186.7,1.48,WX21D69DL6XX
1.014,0,4188.5,1.494,WX21D69DLAZY
0.964,0,4285.7,1.484,WX21D69DL4A6
0.99,0,4022.2,1.488,WX21D69DLXD3
1.015,0,4264.4,1.496,WX21D69DLKR9
0.975,0,4329,1.487,WX21D69DL7C9
0.998,0,3999.2,1.499,WX21D69DLFXA
1.021,0,4164.4,1.485,WX21D69DLSHT
0.978,0,4302.7,1.493,WX21D69DLPLP
1.017,0,4102.2,1.491,WX21D69DLVK5
0.987,0,4245.3,1.492,WX21D69DLZU0
1.011,0,4273.7,1.498,WX21D69DL9F5
0.985,0,3970,1.494,WX21D69DLP1H
1.011,0,4133.6,1.483,WX11D690NCC7
1.009,0,4119.4,1.495,WX21D69DL62Z
0.971,0,4255.4,1.494,WX21D69DLXDZ
1.019,-0.001,4106.6,1.494,WX21D69DL23Z
0.997,0.004,4008.7,1.492,WX11D690NE5R
1.005,0.007,4173,1.495,WX21D69DL344
1.059,0,4320.9,1.493,WX21D69DL7CV
0.997,0,4183,1.495,WX21D69DLKJ3
1.015,0,4264.1,1.493,WX11D690NL8V
1.015,0,4210.7,1.493,WX11D690NC7S
1.031,0,4213.7,1.496,WX11D690NJF9
1.02,0,4002.7,1.485,WX21D69DL856
0.997,0,4126,1.484,WX21D69DL8FN
1.03,0,4112.4,1.494,WX21D69DLFA4
0.985,0,4097.2,1.486,WX21D69DLLPN
1.046,0,4165.6,1.498,WX21D69DLLPT
0.995,0,4250.4,1.489,WX11D690NKCT
1.035,0,3978.7,1.495,WX21D69DLY9J
1.011,0.003,4270.5,1.497,WX21D69DL42T
1.053,0,4086.1,1.494,WX21D69DLJXY
0.999,0.006,4157.8,1.497,WX21D69DL3H3
1.031,0,4280.5,1.487,WX21D69DLX2Z
1.055,-0.001,4232.3,1.486,WX21D69DLZLP
1.003,0,4227.3,1.497,WX11D69LJ6A6
1.017,0,3964,1.496,WX21D69DLE4Y
0.994,0,4114,1.484,WX21D69DLFKV
1.011,0,4096.1,1.491,WX21D69DL096
0.977,0,4287.2,1.498,WX21D69DLLA4
0.997,0,4309.8,1.481,WX21D69DLA3K
0.603,0,4045.5,1.495,WX11D690NX6E
0.62,0,4057.9,1.493,WX21D69DLAJU
0.676,0,4170.9,1.494,WX21D69DLKT5
0.657,0,4112.9,1.496,WX21D69DLF00
0.597,0,3993.2,1.493,WX21D69DL52Z
0.739,0,4328.7,1.492,WX11D690NFDY
0.655,0,4143.5,1.494,WX11D690NTN7
0.691,0,4189.9,1.494,WX11D690NX4A
1.35,-0.001,4307.7,1.493,WX11D690NAJD
0.667,0,4172.8,1.496,WX21D69DLLD4
0.722,0,4257.5,1.494,WX11D690NV30
0.71,0,4280.4,1.494,WX21D69DLYS9
0.588,0,3987,1.493,WX11D690NCRN
0.634,-0.002,4092.6,1.495,WX21D69DLV9S
0.685,0,4221.6,1.492,WX21D69DL29U
0.601,0,4012.1,1.496,WX21D69DL8KT
0.686,-0.001,4186.8,1.493,WX21D69DL5DK
0.715,0.001,4131,1.494,WX21D69DLFX2
0.721,0,4231.5,1.494,WX21D69DLNYP
0.608,0,4032.5,1.494,WX21D69DLV40
0.594,-0.002,4002.4,1.494,WX21D69DL0TD
0.588,-0.004,4007.7,1.493,WX21D69DLULV
0.693,-0.002,4206.8,1.495,WX21D69DL0XX
0.629,0,4114.4,1.493,WX21D69DLN84
0.676,0,4208.1,1.494,WX21D69DLFY5
0.722,0,4286.1,1.492,WX21D69DL3CU
0.732,0,4291.7,1.494,WX21D69DLTSU
1.349,0,4325.9,1.493,WX21D69DL770
0.714,0,4249.7,1.495,WX11D690NX3U
0.715,0,4235.8,1.495,WX11D690NX06
0.578,0,4000.1,1.493,WX11D690NVHA
0.718,0,4252.7,1.499,WX21D696ZPH2
0.729,0,4273.6,1.49,WX21D696ZVKN
0.668,-0.001,4134.6,1.493,WX21D696ZS7L
0.599,0,4057.9,1.498,WX11D690NR1D
0.684,-0.001,4187.4,1.495,WX21D696ZF54
0.652,0,4096.3,1.494,WX11D690NF74
0.723,0,4288.9,1.495,WX11D690N3DC
0.612,0,4101.3,1.494,WX11D690NLEZ
0.768,0,4334.5,1.493,WX21D69DLR15
0.598,0,3969.2,1.495,WX21D69DLRVF
0.632,0,4106.6,1.495,WX21D69DLNZ1
0.636,0,4096.1,1.498,WX11D690ND7K
0.715,0,4268.2,1.496,WX11D690NTET
0.718,0,4269.7,1.496,WX21D69DL0J3
0.634,0,4066.9,1.493,WX21D69DLUX9
0.657,0,4077.2,1.493,WX21D69DLAK0
0.584,0,4010.3,1.494,WX21D69DL9TC
0.647,0,4146.8,1.498,WX21D69DLT6J
1.446,0,4323.6,1.495,WX21D69DLH3F
0.664,0,4174.2,1.495,WX21D69DLNJP
0.708,0,4213.2,1.492,WX11D690N3V1
0.722,0,4267.2,1.493,WX21D69DLNEF
0.617,0,4058.2,1.493,WX21D69DLUJH
1.443,0,4331.5,1.496,WX21D69DLUSJ
0.708,0,4291.4,1.493,WX11D690N3S7
0.621,0,3171.5,1.492,WX21D69DL9K0
0.642,0,4102.9,1.493,WX21D696ZUAH
0.662,0,4141.7,1.491,WX21D69DL33H
0.654,0,4128.8,1.496,WX21D69DLKKU
0.579,0,3998.7,1.494,WX21D69DL222
0.561,0,3959,1.493,WX21D69DL56T
0.691,0,4202.1,1.494,WX21D69DL3L1
0.673,0,4190.5,1.494,WX21D69DLLJR
0.599,0,4053.2,1.493,WX21D69DLRHE
1.364,0,4310,1.493,WX11D690N1LC
0.593,-0.003,3994.4,1.496,WX21D69DLA36
0.608,0,4109.9,1.493,WX21D69DLZ7U
0.666,0,4182.6,1.495,WX21D69DL3PC
0.624,0,4122.3,1.493,WX21D69DL1VH
0.679,0,4167,1.493,WX21D69DLT9A
0.652,0,4107,1.495,WX21D69DL5UP
0.575,0,3989.4,1.498,WX21D69DLTS0
0.643,0,4115.6,1.49,WX11D690NUR1
0.584,0,4020.3,1.493,WX11D690N0E1
0.579,0,3993.3,1.498,WX11D690N0Z8
0.704,0,4255.8,1.496,WX11D690NPRP
0.684,0,4122.1,1.494,WX11D690N6HK
0.643,0,4118.2,1.494,WX21D69DLJK5
0.625,0,4046.2,1.495,WX21D69DLFTC
0.588,0,4082.4,1.495,WX21D69DL92K
0.594,0,4033.7,1.495,WX21D69DL585
0.69,0,4188,1.493,WX21D69DLDVY
0.575,0,3996.4,1.496,WX21D69DLFCR
0.762,0,4321.5,1.493,WX21D69DL5UN
0.615,0,4037,1.496,WX21D69DL3FF
1.387,0,4316.9,1.495,WX21D69DLNUV
0.604,-0.001,4035.9,1.493,WX21D69DLP67
0.728,-0.001,4239.1,1.491,WX21D69DLVJV
0.585,0,3981.8,1.496,WX21D69DLKVE
0.699,0,4240.7,1.498,WX21D69DLY6S
0.587,0,4004.9,1.495,WX21D69DL9UJ
0.702,0,4213.9,1.493,WX21D69DLJU9
0.813,0,4348.5,1.491,WX21D69DLLN9
0.633,0,4085.9,1.493,WX21D69DL23T
0.638,0,4095.3,1.491,WX21D69DLRHN
0.701,0,4199.3,1.495,WX21D69DL70U
1.351,0,4299,1.494,WX21D69DLFAP
0.712,0,4215.1,1.493,WX21D69DLLT2
0.637,0,4101.6,1.494,WX21D69DLHP5
0.802,0,3971.2,1.495,WX21D69DLCNX
0.688,0,4200.3,1.496,WX21D69DLDKL
0.635,0,4141.9,1.493,WX21D69DLV8N
0.709,0,4230.3,1.498,WX21D69DL71U
1.019,0,3928.6,1.49,WX21D69DLL90
0.714,0,4238.9,1.494,WX21D69DL0NT
1.358,0,4290.8,1.491,WX21D69DL88Z
0.753,0,4313,1.494,WX21D69DLSZC
0.704,0,4165.4,1.491,WX21D69DL6YJ
0.753,-0.001,4271.8,1.491,WX21D69DL0D9
0.597,-0.001,4083.6,1.492,WX21D69DL013
0.61,-0.001,4048.6,1.494,WX21D69DLT98
0.696,-0.002,4214.5,1.494,WX21D69DLXYT
0.596,0,4000.5,1.498,WX21D69DLZ1F
0.678,0,4229.6,1.494,WX21D69DLN7U
0.595,0,4011.6,1.494,WX21D69DLFZN
0.632,0,4112.5,1.488,WX11D690N6NJ
0.57,0,3991.6,1.494,WX21D69DL1XD
0.625,0,4118,1.498,WX21D69DL4PU
0.636,0,4127.3,1.494,WX21D69DLRJE
0.589,0,4029.9,1.496,WX21D69DLRL5
0.619,0,4077.4,1.494,WX21D69DLVS4
0.976,0,3939.3,1.499,WX21D69DL421
0.589,0,3988.5,1.496,WX21D69DLTT7
0.661,0,4159.3,1.492,WX21D69DL5J8
0.784,0,4305,1.495,WX21D69DLU80
0.624,0,4040.7,1.496,WX21D69DL0C9
0.577,0,4002.6,1.495,WX21D69DLNJ4
0.677,0,4183.2,1.495,WX21D69DLZ87
0.556,0,3977.3,1.494,WX21D69DLP59
0.66,0,4124.3,1.494,WX21D69DLSAN
0.594,0,4019.1,1.498,WX21D69DLPSE
0.724,0,4269.9,1.494,WX21D69DL77P
1.354,0,4273.5,1.492,WX21D69DL3K6
0.638,0,4091.6,1.499,WX11D690NP47
0.717,0,4206.1,1.494,WX21D69DLNHC
0.641,0,4059.3,1.495,WX21D69DL6L1
0.637,0,4074.2,1.498,WX21D69DLUP0
0.597,0,4072.8,1.494,WX21D69DLN3X
0.653,0,4126.5,1.498,WX21D69DLS1K
0.642,0,4039.2,1.495,WX21D69DL1S2
0.735,0,4271.4,1.49,WX21D69DLF0T
1.431,0,4380.7,1.49,WX21D69DLN05
